"","income","height","weight","age","marital","sex","education","afqt"
"6011",0,62,150,48,"married","female",11,9.355
"6012",130000,68,175,48,"married","male",18,100
"6013",0,69,175,54,"single","male",12,11.635
"6014",32000,69,210,52,"married","male",11,0.264
"6015",18000,65,170,53,"married","female",12,12.822
"6016",0,71,260,54,"single","male",10,9.904
"6017",27000,60,160,55,"separated","female",12,NA
"6018",62000,64,142,54,"single","female",18,33.708
"6019",30000,72,240,53,"single","male",10,10.911
"6020",18000,59,115,51,"single","female",10,15.116
"6021",30000,72,170,50,"divorced","male",12,23.407
"6022",6510,66,135,55,"married","female",16,93.535
"6023",0,67,NA,55,"married","female",13,15.348
"6024",343830,72,205,55,"married","male",16,98.35
"6025",95000,73,190,53,"married","male",16,77.616
"6026",54501,70,197,55,"married","male",19,94.605
"6027",108000,67,140,55,"married","female",17,53.578
"6028",97000,72,185,52,"divorced","male",14,49.886
"6029",40000,64,152,49,"divorced","female",16,26.127
"6030",100000,71,230,53,"divorced","male",12,14.08
"6031",120000,68,192,48,"married","male",16,43.985
"6032",40000,69,180,54,"married","male",16,20.967
"6033",0,61,166,52,"divorced","female",11,3.861
"6034",0,61,158,50,"single","female",10,2.561
"6035",0,69,186,52,"separated","male",11,NA
"6036",0,63,145,49,"divorced","male",9,9.668
"6037",30000,70,264,48,"married","male",11,22.351
"6038",0,63,160,52,"single","female",12,42.956
"6039",0,70,203,50,"single","male",12,25.021
"6040",33000,71,205,48,"separated","male",18,43.746
"6041",0,65,285,52,"single","female",11,15.112
"6042",59000,69,155,55,"separated","female",16,30.308
"6043",23500,59,150,54,"married","female",12,14.249
"6044",23000,69,230,53,"single","male",12,10.776
"6045",24000,62,175,51,"married","female",12,31.61
"6046",56000,66,228,49,"married","male",11,9.878
"6047",16000,74,245,55,"married","male",12,5.727
"6048",41000,69,NA,51,"married","female",14,61.821
"6049",10000,60,145,53,"married","female",12,23.901
"6050",85000,75,220,49,"married","male",14,55.819
"6051",46000,60,133,47,"married","female",12,31.947
"6052",0,68,230,48,"separated","female",11,6.51
"6053",26500,63,175,53,"divorced","female",10,59.335
"6054",30000,64,174,54,"married","female",12,10.318
"6055",50000,58,180,53,"divorced","female",15,7.807
"6056",45,64,185,52,"single","female",14,47.332
"6057",0,62,260,55,"divorced","female",4,6.581
"6058",100000,67,200,51,"divorced","female",16,21.852
"6059",56000,62,170,55,"married","female",13,11.001
"6060",0,63,159,51,"single","female",10,4.809
"6061",300,70,170,50,"divorced","male",9,5.856
"6062",34000,69,250,49,"divorced","male",9,0.115
"6063",25000,66,150,53,"divorced","male",11,34.599
"6064",12016,60,156,49,"married","female",13,30.795
"6065",12315,61,295,50,"married","female",11,8.456
"6066",111460,68,212,52,"married","male",16,76.66
"6067",70000,66,200,54,"single","female",16,64.141
"6068",62000,69,290,47,"married","male",12,29.033
"6069",37440,72,190,53,"single","male",11,19.746
"6070",0,74,165,52,"separated","male",11,12.281
"6071",0,66,220,53,"separated","female",14,19.242
"6072",0,65,198,54,"single","female",11,9.12
"6073",0,62,320,51,"single","female",12,1.216
"6074",0,65,135,50,"separated","female",12,2.371
"6075",45000,62,154,48,"divorced","female",15,35.894
"6076",3000,69,205,55,"divorced","male",14,14.054
"6077",75000,74,240,52,"married","male",13,10.588
"6078",0,67,250,53,"widowed","female",12,9.449
"6079",12000,68,140,50,"married","female",12,36.031
"6080",1971,72,170,49,"single","male",13,18.582
"6081",38000,73,200,53,"married","male",14,27.39
"6082",49000,66,230,49,"single","male",16,54.672
"6083",6000,68,182,49,"single","male",11,12.503
"6084",52000,62,170,52,"married","female",12,26.713
"6085",28911,63,152,55,"divorced","female",12,NA
"6086",56000,64,180,48,"married","female",14,89.867
"6087",35000,69,157,51,"widowed","female",12,47.674
"6088",30000,71,178,49,"married","female",12,37.621
"6089",110000,75,215,48,"married","male",17,54.916
"6090",0,68,290,53,"married","female",14,76.011
"6091",8000,69,190,55,"single","male",10,6.842
"6092",1000,74,218,53,"single","male",12,57.216
"6093",11832,67,200,51,"married","female",12,26.484
"6094",61000,63,165,55,"divorced","female",13,50.971
"6095",0,64,170,53,"divorced","female",14,NA
"6096",14000,70,140,53,"single","male",12,NA
"6097",30000,68,170,54,"divorced","male",12,67.154
"6098",62000,72,260,53,"married","male",12,62.353
"6099",0,65,245,51,"married","male",12,0.192
"6100",9900,69,193,52,"single","female",14,41.184
"6101",35000,71,200,47,"married","female",14,88.889
"6102",0,75,233,49,"divorced","male",13,80.002
"6103",68000,59,165,52,"married","female",17,20.084
"6104",97300,66,205,52,"married","male",20,63.977
"6105",0,71,240,50,"married","male",16,7.432
"6106",80000,68,215,50,"married","female",16,40.346
"6107",23000,68,200,52,"widowed","female",12,54.165
"6108",25000,68,215,53,"single","male",12,24.915
"6109",25000,63,190,54,"divorced","female",13,26.249
"6110",54000,69,199,52,"married","male",12,NA
"6111",80000,67,190,50,"married","male",12,52.329
"6112",0,62,160,53,"married","female",9,10.812
"6113",69000,69,180,50,"divorced","male",12,57.711
"6114",50000,65,NA,51,"single","female",12,37.344
"6115",55000,66,185,49,"divorced","female",14,16.856
"6116",36000,61,110,50,"married","female",12,6.912
"6117",46185,64,141,54,"married","female",13,46.917
"6118",160000,62,152,53,"divorced","female",14,51.764
"6119",54000,65,210,49,"married","female",16,44.158
"6120",65000,67,215,54,"single","female",18,28.498
"6121",343830,67,207,52,"married","male",17,100
"6122",0,67,180,53,"married","female",16,40.244
"6123",120000,77,320,50,"married","male",12,NA
"6124",55000,63,150,49,"divorced","female",12,38.447
"6125",53000,64,153,53,"divorced","female",18,37.327
"6126",45000,74,265,51,"married","male",16,42.142
"6127",40000,67,190,50,"divorced","male",14,45.018
"6128",25000,60,142,49,"divorced","female",12,2.388
"6129",0,66,150,52,"single","male",12,2.064
"6130",0,67,120,53,"single","male",12,40.253
"6131",27000,73,170,55,"divorced","male",12,24.867
"6132",0,62,156,50,"divorced","female",14,24.094
"6133",0,68,175,48,"single","male",12,1.391
"6134",17000,62,180,49,"divorced","female",12,16.753
"6135",38000,68,155,51,"married","male",12,5.458
"6136",0,66,261,49,"married","male",11,10.182
"6137",0,70,200,55,"widowed","female",18,35.834
"6138",65000,62,230,54,"divorced","female",20,51.035
"6139",3000,67,217,51,"married","female",14,19.165
"6140",112000,68,204,55,"divorced","female",18,62.898
"6141",0,66,250,52,"single","female",9,1.755
"6142",0,60,150,54,"separated","female",13,5.111
"6143",58000,64,175,50,"single","female",12,5.797
"6144",500,63,174,48,"single","female",15,18.226
"6145",65000,68,215,51,"separated","male",12,9.714
"6146",95000,72,200,49,"married","male",12,57.841
"6147",46000,68,184,48,"divorced","male",12,13.382
"6148",0,74,230,54,"divorced","male",12,26.672
"6149",0,66,195,52,"single","male",10,7.618
"6150",0,62,160,55,"married","female",14,NA
"6151",0,66,190,49,"divorced","male",10,9.697
"6152",33000,62,165,50,"divorced","female",12,71.954
"6153",0,63,240,50,"separated","male",11,9.252
"6154",73000,65,200,53,"married","male",11,14.556
"6155",75500,69,250,52,"married","male",14,87.993
"6156",50000,62,174,52,"divorced","female",12,10.418
"6157",61000,68,185,51,"married","male",11,19.826
"6158",45760,72,235,50,"divorced","male",12,91.677
"6159",42000,67,190,47,"divorced","female",12,53.239
"6160",0,68,201,52,"married","male",16,61.822
"6161",0,68,139,49,"married","male",14,88.767
"6162",12000,64,160,49,"married","female",12,61.388
"6163",18000,61,114,48,"married","female",12,23.728
"6164",25000,74,175,52,"married","male",12,28.998
"6165",13000,64,155,55,"married","female",12,11.406
"6166",30000,70,210,53,"married","male",17,1.936
"6167",53000,68,220,48,"married","male",12,12.916
"6168",0,71,135,52,"married","male",9,9.963
"6169",23000,64,185,50,"single","male",11,3.57
"6170",10715,64,160,52,"separated","female",12,13.068
"6171",73000,64,140,51,"divorced","female",18,71.877
"6172",7000,71,180,49,"divorced","male",11,30.996
"6173",60000,66,210,48,"married","male",12,47.067
"6174",41000,67,201,53,"married","male",12,30.966
"6175",75000,63,190,51,"single","female",18,32.201
"6176",57000,71,200,51,"divorced","male",12,24.501
"6177",0,66,180,50,"divorced","female",14,19.474
"6178",0,59,265,50,"divorced","female",NA,NA
"6179",35000,69,190,51,"married","male",13,74.962
"6180",0,61,168,48,"married","female",15,22.026
"6181",0,59,150,53,"married","female",16,31.84
"6182",22000,68,185,48,"married","male",14,17.429
"6183",0,69,186,50,"single","male",11,12.427
"6184",28000,67,203,48,"married","female",12,22.757
"6185",27000,62,147,54,"divorced","female",14,51.181
"6186",5000,64,190,51,"married","female",14,37.277
"6187",54000,59,NA,49,"separated","female",14,34.791
"6188",0,66,205,48,"divorced","male",11,13.16
"6189",0,68,187,53,"single","male",8,11.121
"6190",35000,63,148,50,"separated","female",14,18.736
"6191",0,65,215,53,"married","female",11,1.812
"6192",90000,68,230,49,"married","male",19,41.708
"6193",40000,65,160,49,"divorced","male",14,47.78
"6194",5123,60,130,49,"single","female",14,16.121
"6195",4575,65,208,48,"divorced","female",15,22.537
"6196",0,65,112,51,"single","male",10,3.04
"6197",20000,63,170,50,"married","male",12,22.882
"6198",0,62,142,48,"separated","female",12,76.221
"6199",19000,59,128,53,"divorced","female",12,28.937
"6200",25000,65,225,52,"separated","male",12,19.008
"6201",32000,69,198,51,"divorced","female",12,11.473
"6202",6000,69,210,51,"married","male",13,69.68
"6203",0,68,180,52,"divorced","male",11,NA
"6204",2600,63,140,48,"single","female",13,55.051
"6205",50000,65,158,54,"married","female",12,48.132
"6206",80000,65,NA,51,"divorced","female",18,30.417
"6207",82000,73,250,48,"married","male",16,76.314
"6208",27000,63,160,48,"married","female",12,5.625
"6209",0,66,170,50,"single","male",10,6.975
"6210",77000,64,162,55,"married","male",12,76.76
"6211",35400,74,310,50,"divorced","male",16,43.527
"6212",104000,75,255,53,"married","male",16,60.08
"6213",28000,69,192,53,"married","male",12,23.341
"6214",40000,66,210,48,"married","male",12,13.593
"6215",20800,68,250,50,"married","male",10,NA
"6216",75000,75,195,55,"married","male",16,NA
"6217",0,65,220,48,"divorced","female",12,20.66
"6218",40000,72,230,54,"married","male",14,44.877
"6219",38520,64,180,53,"married","female",12,23.059
"6220",38000,66,220,53,"married","female",18,81.673
"6221",0,62,190,50,"married","female",16,91.635
"6222",0,64,155,54,"single","male",14,39.609
"6223",23000,65,150,52,"married","male",11,26.934
"6224",48000,67,190,52,"divorced","male",12,54.011
"6225",0,66,130,48,"married","female",12,10.778
"6226",27000,65,163,52,"single","female",10,15.256
"6227",25000,69,205,48,"married","male",11,15.882
"6228",7000,67,180,55,"married","male",6,0
"6229",2400,62,138,50,"divorced","female",6,NA
"6230",69000,66,175,49,"separated","male",10,2.175
"6231",35000,61,170,53,"married","female",12,25.589
"6232",15000,61,150,54,"married","female",14,12.466
"6233",26000,62,194,48,"married","female",12,18.301
"6234",34000,60,139,54,"divorced","female",12,33.352
"6235",63000,70,250,52,"divorced","male",14,25.137
"6236",80000,72,245,50,"single","male",14,34.064
"6237",70000,70,220,50,"married","male",12,70.325
"6238",40000,69,355,48,"married","male",19,79.847
"6239",52000,59,205,50,"divorced","female",13,82.294
"6240",54000,67,165,53,"married","male",12,43.419
"6241",0,65,128,50,"married","female",13,21.903
"6242",15600,63,190,53,"separated","female",16,31.68
"6243",5500,60,230,55,"divorced","female",9,12.467
"6244",3640,64,163,53,"married","female",9,6.72
"6245",0,63,160,56,"widowed","female",3,5.286
"6246",50000,68,170,56,"separated","female",12,10.051
"6247",9000,71,210,51,"separated","male",12,13.843
"6248",28000,64,NA,48,"divorced","female",12,15.516
"6249",140000,72,197,49,"single","male",12,9.581
"6250",0,65,242,48,"married","female",11,3.712
"6251",0,62,140,51,"married","female",9,1.414
"6252",17000,67,180,54,"widowed","female",6,0
"6253",0,60,140,54,"widowed","female",7,5.69
"6254",20000,68,190,51,"married","male",9,2.648
"6255",0,70,200,50,"married","male",11,52.554
"6256",1300,64,180,52,"single","female",13,14.742
"6257",0,74,240,54,"married","male",13,49.904
"6258",0,62,130,48,"single","female",11,3.814
"6259",29000,62,122,50,"single","male",11,12.842
"6260",40000,63,161,48,"married","male",11,1.351
"6261",13000,61,142,54,"married","female",12,7.561
"6262",0,61,170,51,"married","female",14,21.327
"6263",43000,60,132,49,"married","female",14,9.16
"6264",38000,70,220,48,"divorced","male",12,50.722
"6265",0,71,197,51,"separated","male",12,12.115
"6266",75000,66,182,54,"single","female",16,46.041
"6267",0,68,230,53,"divorced","male",14,29.117
"6268",27000,62,155,48,"divorced","female",16,30.8
"6269",33000,63,140,48,"married","female",14,58.481
"6270",0,72,245,54,"separated","male",7,0.101
"6271",50000,75,240,51,"single","male",11,2.047
"6272",0,67,240,48,"married","male",12,71.665
"6273",78000,62,125,48,"divorced","female",12,48.623
"6274",85000,72,205,49,"single","male",15,52.693
"6275",75000,70,180,55,"divorced","male",12,NA
"6276",140000,71,190,54,"married","male",16,41.658
"6277",52000,64,160,52,"divorced","female",12,28.858
"6278",73000,62,144,55,"married","female",16,89.517
"6279",72000,70,190,52,"married","male",14,53.889
"6280",73231,62,270,48,"married","female",20,80.224
"6281",45000,68,320,52,"divorced","female",12,20.539
"6282",0,59,150,50,"married","female",6,5.794
"6283",0,66,170,52,"divorced","male",9,1.431
"6284",32000,72,220,55,"married","male",8,21.743
"6285",24000,65,174,52,"married","female",15,6.106
"6286",0,70,200,53,"divorced","male",12,11.488
"6287",25000,72,212,51,"married","male",13,1.348
"6288",500,62,155,48,"divorced","female",9,11.357
"6289",0,63,174,56,"married","female",3,4.693
"6290",8000,52,175,50,"divorced","female",11,4.679
"6291",60000,62,149,54,"married","female",14,44.247
"6292",50000,58,174,53,"single","female",14,36
"6293",0,67,155,49,"divorced","female",16,30.329
"6294",21000,64,168,53,"married","female",9,1.837
"6295",0,64,197,53,"married","female",12,5.787
"6296",42000,69,185,50,"separated","male",12,7.543
"6297",45000,69,155,48,"married","male",12,23.525
"6298",64000,61,160,55,"divorced","female",14,42.769
"6299",35000,67,210,50,"married","male",12,42.848
"6300",90000,65,180,50,"divorced","female",16,37.273
"6301",0,63,175,53,"married","female",12,35.551
"6302",40000,68,178,51,"married","male",15,29.832
"6303",0,67,245,53,"married","male",9,10.545
"6304",0,62,148,52,"married","female",9,12.257
"6305",77000,69,225,51,"married","male",12,42.792
"6306",0,70,215,50,"married","male",12,60.209
"6307",9000,67,270,49,"divorced","male",14,29.281
"6308",54000,70,220,48,"divorced","male",12,65.368
"6309",0,61,197,55,"married","male",8,0.107
"6310",0,59,135,50,"married","female",8,3.417
"6311",11000,54,140,48,"widowed","female",9,1.73
"6312",0,66,176,49,"divorced","male",12,2.515
"6313",0,70,190,49,"single","male",11,19.102
"6314",40000,62,145,50,"separated","female",12,40.422
"6315",45000,68,210,48,"single","male",14,30.71
"6316",34700,59,135,48,"single","female",14,41.803
"6317",20000,72,250,55,"married","male",14,10.284
"6318",0,62,243,54,"single","female",10,3.902
"6319",0,62,215,55,"married","female",NA,22.994
"6320",10000,64,172,52,"single","female",7,12.247
"6321",85000,70,199,48,"married","male",14,46.772
"6322",0,72,185,51,"single","male",12,7.381
"6323",26000,65,176,51,"married","female",12,6.435
"6324",98000,68,160,49,"separated","male",14,86.975
"6325",0,59,189,55,"separated","female",12,10.151
"6326",25000,67,214,54,"divorced","female",14,2.632
"6327",35000,73,240,55,"single","male",16,32.574
"6328",16000,64,234,53,"single","female",16,27.864
